,Neighborhood,Airbnb,Date,City,ZRI
8297,Clinton Hill,627,2/1/16,New York,2742
8298,Clinton Hill,619,1/1/16,New York,2733
8363,Douglaston-Little Neck,0,12/1/16,New York,2318
8364,Douglaston-Little Neck,0,11/1/16,New York,2325
8365,Douglaston-Little Neck,0,10/1/16,New York,2326
8366,Douglaston-Little Neck,0,9/1/16,New York,2337
8367,Douglaston-Little Neck,0,8/1/16,New York,2346
8368,Douglaston-Little Neck,0,7/1/16,New York,2354
8369,Douglaston-Little Neck,0,6/1/16,New York,2353
8370,Douglaston-Little Neck,0,5/1/16,New York,2345
8371,Douglaston-Little Neck,0,4/1/16,New York,2347
8372,Douglaston-Little Neck,0,3/1/16,New York,2344
8373,Douglaston-Little Neck,0,2/1/16,New York,2346
8374,Douglaston-Little Neck,0,1/1/16,New York,2352
8439,Eltingville,5,12/1/16,New York,2240
8440,Eltingville,5,11/1/16,New York,2231
8441,Eltingville,5,10/1/16,New York,2217
8442,Eltingville,5,9/1/16,New York,2208
8443,Eltingville,5,8/1/16,New York,2202
8444,Eltingville,4,7/1/16,New York,2186
8445,Eltingville,4,6/1/16,New York,2157
8446,Eltingville,4,5/1/16,New York,2126
8447,Eltingville,4,4/1/16,New York,2116
8448,Eltingville,4,3/1/16,New York,2128
8449,Eltingville,4,2/1/16,New York,2126
8450,Eltingville,4,1/1/16,New York,2130
8515,Pelham Bay,10,12/1/16,New York,1763
8516,Pelham Bay,10,11/1/16,New York,1785
8517,Pelham Bay,10,10/1/16,New York,1792
8518,Pelham Bay,10,9/1/16,New York,1798
8519,Pelham Bay,10,8/1/16,New York,1807
8520,Pelham Bay,9,7/1/16,New York,1821
8521,Pelham Bay,7,6/1/16,New York,1827
8522,Pelham Bay,7,5/1/16,New York,1836
8523,Pelham Bay,7,4/1/16,New York,1840
8524,Pelham Bay,7,3/1/16,New York,1840
8525,Pelham Bay,7,2/1/16,New York,1839
8526,Pelham Bay,7,1/1/16,New York,1836
8591,Marine Park,0,12/1/16,New York,2274
8592,Marine Park,0,11/1/16,New York,2236
8593,Marine Park,0,10/1/16,New York,2208
8594,Marine Park,0,9/1/16,New York,2183
8595,Marine Park,0,8/1/16,New York,2168
8596,Marine Park,0,7/1/16,New York,2159
8597,Marine Park,0,6/1/16,New York,2161
8598,Marine Park,0,5/1/16,New York,2154
8599,Marine Park,0,4/1/16,New York,2140
8600,Marine Park,0,3/1/16,New York,2128
8601,Marine Park,0,2/1/16,New York,2107
8602,Marine Park,0,1/1/16,New York,2106
8667,College Point,7,12/1/16,New York,2233
8668,College Point,7,11/1/16,New York,2236
8669,College Point,4,10/1/16,New York,2241
8670,College Point,3,9/1/16,New York,2256
8671,College Point,3,8/1/16,New York,2274
8672,College Point,3,7/1/16,New York,2290
8673,College Point,3,6/1/16,New York,2297
8674,College Point,3,5/1/16,New York,2297
8675,College Point,3,4/1/16,New York,2288
8676,College Point,3,3/1/16,New York,2280
8677,College Point,3,2/1/16,New York,2275
8678,College Point,2,1/1/16,New York,2282
8743,Howard Beach,4,12/1/16,New York,2172
8744,Howard Beach,3,11/1/16,New York,2164
8745,Howard Beach,3,10/1/16,New York,2154
8746,Howard Beach,3,9/1/16,New York,2156
8747,Howard Beach,3,8/1/16,New York,2158
8748,Howard Beach,3,7/1/16,New York,2161
8749,Howard Beach,3,6/1/16,New York,2144
8750,Howard Beach,2,5/1/16,New York,2140
8751,Howard Beach,2,4/1/16,New York,2131
8752,Howard Beach,2,3/1/16,New York,2134
8753,Howard Beach,2,2/1/16,New York,2113
8754,Howard Beach,2,1/1/16,New York,2089
8819,Rosedale,0,12/1/16,New York,2186
8820,Rosedale,0,11/1/16,New York,2170
8821,Rosedale,0,10/1/16,New York,2146
8822,Rosedale,0,9/1/16,New York,2135
8823,Rosedale,0,8/1/16,New York,2129
8824,Rosedale,0,7/1/16,New York,2131
8825,Rosedale,0,6/1/16,New York,2121
8826,Rosedale,0,5/1/16,New York,2119
8827,Rosedale,0,4/1/16,New York,2103
8828,Rosedale,0,3/1/16,New York,2111
8829,Rosedale,0,2/1/16,New York,2103
8830,Rosedale,0,1/1/16,New York,2104
8895,Pelham Gardens,0,12/1/16,New York,1762
8896,Pelham Gardens,0,11/1/16,New York,1782
8897,Pelham Gardens,0,10/1/16,New York,1790
8898,Pelham Gardens,0,9/1/16,New York,1799
8899,Pelham Gardens,0,8/1/16,New York,1813
8900,Pelham Gardens,0,7/1/16,New York,1829
8901,Pelham Gardens,0,6/1/16,New York,1827
8902,Pelham Gardens,0,5/1/16,New York,1827
8903,Pelham Gardens,0,4/1/16,New York,1823
8904,Pelham Gardens,0,3/1/16,New York,1827
