"","Neighborhood","Airbnb","Date","City","ZRI","ZRI_City"
"2035","Far Rockaway.(New York)",0,2016-06-01,"New York, NY",2077,2415
"2036","Far Rockaway.(New York)",0,2016-05-01,"New York, NY",2076,2419
"2037","Far Rockaway.(New York)",0,2016-04-01,"New York, NY",2058,2421
"2038","Far Rockaway.(New York)",0,2016-03-01,"New York, NY",2059,2418
"2039","Far Rockaway.(New York)",0,2016-02-01,"New York, NY",2055,2409
"2040","Far Rockaway.(New York)",0,2016-01-01,"New York, NY",2059,2399
"2041","East Village.(New York)",920,2016-12-01,"New York, NY",3970,2392
"2042","East Village.(New York)",913,2016-11-01,"New York, NY",4006,2388
"2043","East Village.(New York)",906,2016-10-01,"New York, NY",4037,2384
"2044","East Village.(New York)",898,2016-09-01,"New York, NY",4057,2387
"2045","East Village.(New York)",894,2016-08-01,"New York, NY",4097,2396
"2046","East Village.(New York)",882,2016-07-01,"New York, NY",4128,2407
"2047","East Village.(New York)",873,2016-06-01,"New York, NY",4136,2415
"2048","East Village.(New York)",861,2016-05-01,"New York, NY",4117,2419
"2049","East Village.(New York)",843,2016-04-01,"New York, NY",4066,2421
"2050","East Village.(New York)",828,2016-03-01,"New York, NY",3989,2418
"2051","East Village.(New York)",817,2016-02-01,"New York, NY",3939,2409
"2052","East Village.(New York)",808,2016-01-01,"New York, NY",3874,2399
"2053","Forest Hills.(New York)",82,2016-12-01,"New York, NY",2138,2392
"2054","Forest Hills.(New York)",80,2016-11-01,"New York, NY",2138,2388
"2055","Forest Hills.(New York)",80,2016-10-01,"New York, NY",2144,2384
"2056","Forest Hills.(New York)",79,2016-09-01,"New York, NY",2160,2387
"2057","Forest Hills.(New York)",75,2016-08-01,"New York, NY",2188,2396
"2058","Forest Hills.(New York)",67,2016-07-01,"New York, NY",2212,2407
"2059","Forest Hills.(New York)",65,2016-06-01,"New York, NY",2232,2415
"2060","Forest Hills.(New York)",64,2016-05-01,"New York, NY",2241,2419
"2061","Forest Hills.(New York)",61,2016-04-01,"New York, NY",2247,2421
"2062","Forest Hills.(New York)",60,2016-03-01,"New York, NY",2237,2418
"2063","Forest Hills.(New York)",60,2016-02-01,"New York, NY",2236,2409
"2064","Forest Hills.(New York)",59,2016-01-01,"New York, NY",2236,2399
"2065","Gravesend.(New York)",33,2016-12-01,"New York, NY",2250,2392
"2066","Gravesend.(New York)",33,2016-11-01,"New York, NY",2241,2388
"2067","Gravesend.(New York)",33,2016-10-01,"New York, NY",2233,2384
"2068","Gravesend.(New York)",30,2016-09-01,"New York, NY",2219,2387
"2069","Gravesend.(New York)",29,2016-08-01,"New York, NY",2209,2396
"2070","Gravesend.(New York)",28,2016-07-01,"New York, NY",2205,2407
"2071","Gravesend.(New York)",28,2016-06-01,"New York, NY",2210,2415
"2072","Gravesend.(New York)",28,2016-05-01,"New York, NY",2216,2419
"2073","Gravesend.(New York)",28,2016-04-01,"New York, NY",2211,2421
"2074","Gravesend.(New York)",28,2016-03-01,"New York, NY",2206,2418
"2075","Gravesend.(New York)",28,2016-02-01,"New York, NY",2188,2409
"2076","Gravesend.(New York)",27,2016-01-01,"New York, NY",2177,2399
"2077","Sheepshead Bay.(New York)",103,2016-12-01,"New York, NY",2236,2392
"2078","Sheepshead Bay.(New York)",102,2016-11-01,"New York, NY",2209,2388
"2079","Sheepshead Bay.(New York)",95,2016-10-01,"New York, NY",2188,2384
"2080","Sheepshead Bay.(New York)",90,2016-09-01,"New York, NY",2173,2387
"2081","Sheepshead Bay.(New York)",88,2016-08-01,"New York, NY",2169,2396
"2082","Sheepshead Bay.(New York)",70,2016-07-01,"New York, NY",2172,2407
"2083","Sheepshead Bay.(New York)",67,2016-06-01,"New York, NY",2179,2415
"2084","Sheepshead Bay.(New York)",65,2016-05-01,"New York, NY",2177,2419
"2085","Sheepshead Bay.(New York)",64,2016-04-01,"New York, NY",2163,2421
"2086","Sheepshead Bay.(New York)",63,2016-03-01,"New York, NY",2149,2418
"2087","Sheepshead Bay.(New York)",63,2016-02-01,"New York, NY",2133,2409
"2088","Sheepshead Bay.(New York)",58,2016-01-01,"New York, NY",2130,2399
"2089","Murray Hill.(New York)",200,2016-12-01,"New York, NY",2260,2392
"2090","Murray Hill.(New York)",194,2016-11-01,"New York, NY",2266,2388
"2091","Murray Hill.(New York)",193,2016-10-01,"New York, NY",2272,2384
"2092","Murray Hill.(New York)",192,2016-09-01,"New York, NY",2289,2387
"2093","Murray Hill.(New York)",191,2016-08-01,"New York, NY",2307,2396
"2094","Murray Hill.(New York)",189,2016-07-01,"New York, NY",2315,2407
"2095","Murray Hill.(New York)",182,2016-06-01,"New York, NY",2311,2415
"2096","Murray Hill.(New York)",180,2016-05-01,"New York, NY",2303,2419
"2097","Murray Hill.(New York)",180,2016-04-01,"New York, NY",2298,2421
"2098","Murray Hill.(New York)",175,2016-03-01,"New York, NY",2292,2418
"2099","Murray Hill.(New York)",171,2016-02-01,"New York, NY",2289,2409
"2100","Murray Hill.(New York)",166,2016-01-01,"New York, NY",2301,2399
"2101","South Ozone Park.(New York)",8,2016-12-01,"New York, NY",2223,2392
"2102","South Ozone Park.(New York)",8,2016-11-01,"New York, NY",2210,2388
"2103","South Ozone Park.(New York)",8,2016-10-01,"New York, NY",2186,2384
"2104","South Ozone Park.(New York)",8,2016-09-01,"New York, NY",2176,2387
"2105","South Ozone Park.(New York)",8,2016-08-01,"New York, NY",2164,2396
"2106","South Ozone Park.(New York)",6,2016-07-01,"New York, NY",2155,2407
"2107","South Ozone Park.(New York)",6,2016-06-01,"New York, NY",2138,2415
"2108","South Ozone Park.(New York)",6,2016-05-01,"New York, NY",2135,2419
"2109","South Ozone Park.(New York)",5,2016-04-01,"New York, NY",2128,2421
"2110","South Ozone Park.(New York)",5,2016-03-01,"New York, NY",2124,2418
"2111","South Ozone Park.(New York)",4,2016-02-01,"New York, NY",2111,2409
"2112","South Ozone Park.(New York)",4,2016-01-01,"New York, NY",2094,2399
"2113","Flushing.(New York)",139,2016-12-01,"New York, NY",2230,2392
"2114","Flushing.(New York)",135,2016-11-01,"New York, NY",2228,2388
"2115","Flushing.(New York)",130,2016-10-01,"New York, NY",2229,2384
"2116","Flushing.(New York)",127,2016-09-01,"New York, NY",2240,2387
"2117","Flushing.(New York)",119,2016-08-01,"New York, NY",2259,2396
"2118","Flushing.(New York)",117,2016-07-01,"New York, NY",2274,2407
"2119","Flushing.(New York)",103,2016-06-01,"New York, NY",2282,2415
"2120","Flushing.(New York)",98,2016-05-01,"New York, NY",2278,2419
"2121","Flushing.(New York)",91,2016-04-01,"New York, NY",2269,2421
"2122","Flushing.(New York)",91,2016-03-01,"New York, NY",2254,2418
"2123","Flushing.(New York)",88,2016-02-01,"New York, NY",2245,2409
"2124","Flushing.(New York)",84,2016-01-01,"New York, NY",2245,2399
"2125","South Bronx.(New York)",0,2016-12-01,"New York, NY",1817,2392
"2126","South Bronx.(New York)",0,2016-11-01,"New York, NY",1830,2388
"2127","South Bronx.(New York)",0,2016-10-01,"New York, NY",1830,2384
"2128","South Bronx.(New York)",0,2016-09-01,"New York, NY",1827,2387
"2129","South Bronx.(New York)",0,2016-08-01,"New York, NY",1825,2396
"2130","South Bronx.(New York)",0,2016-07-01,"New York, NY",1821,2407
"2131","South Bronx.(New York)",0,2016-06-01,"New York, NY",1823,2415
"2132","South Bronx.(New York)",0,2016-05-01,"New York, NY",1835,2419
"2133","South Bronx.(New York)",0,2016-04-01,"New York, NY",1850,2421
"2134","South Bronx.(New York)",0,2016-03-01,"New York, NY",1862,2418
"2135","South Bronx.(New York)",0,2016-02-01,"New York, NY",1860,2409
"2136","South Bronx.(New York)",0,2016-01-01,"New York, NY",1850,2399
"2137","Canarsie.(New York)",54,2016-12-01,"New York, NY",2189,2392
"2138","Canarsie.(New York)",53,2016-11-01,"New York, NY",2169,2388
"2139","Canarsie.(New York)",51,2016-10-01,"New York, NY",2140,2384
"2140","Canarsie.(New York)",50,2016-09-01,"New York, NY",2110,2387
"2141","Canarsie.(New York)",46,2016-08-01,"New York, NY",2096,2396
"2142","Canarsie.(New York)",44,2016-07-01,"New York, NY",2098,2407
"2143","Canarsie.(New York)",43,2016-06-01,"New York, NY",2102,2415
"2144","Canarsie.(New York)",43,2016-05-01,"New York, NY",2098,2419
"2145","Canarsie.(New York)",43,2016-04-01,"New York, NY",2087,2421
"2146","Canarsie.(New York)",41,2016-03-01,"New York, NY",2073,2418
"2147","Canarsie.(New York)",41,2016-02-01,"New York, NY",2061,2409
"2148","Canarsie.(New York)",39,2016-01-01,"New York, NY",2048,2399
"2149","Lower East Side.(New York)",977,2016-12-01,"New York, NY",3743,2392
"2150","Lower East Side.(New York)",966,2016-11-01,"New York, NY",3778,2388
"2151","Lower East Side.(New York)",956,2016-10-01,"New York, NY",3806,2384
"2152","Lower East Side.(New York)",949,2016-09-01,"New York, NY",3837,2387
"2153","Lower East Side.(New York)",930,2016-08-01,"New York, NY",3869,2396
"2154","Lower East Side.(New York)",918,2016-07-01,"New York, NY",3894,2407
"2155","Lower East Side.(New York)",911,2016-06-01,"New York, NY",3915,2415
"2156","Lower East Side.(New York)",903,2016-05-01,"New York, NY",3909,2419
"2157","Lower East Side.(New York)",897,2016-04-01,"New York, NY",3877,2421
"2158","Lower East Side.(New York)",885,2016-03-01,"New York, NY",3833,2418
"2159","Lower East Side.(New York)",880,2016-02-01,"New York, NY",3814,2409
"2160","Lower East Side.(New York)",867,2016-01-01,"New York, NY",3794,2399
"2161","Soundview.(New York)",22,2016-12-01,"New York, NY",1780,2392
"2162","Soundview.(New York)",22,2016-11-01,"New York, NY",1798,2388
"2163","Soundview.(New York)",22,2016-10-01,"New York, NY",1798,2384
"2164","Soundview.(New York)",22,2016-09-01,"New York, NY",1798,2387
"2165","Soundview.(New York)",22,2016-08-01,"New York, NY",1802,2396
"2166","Soundview.(New York)",22,2016-07-01,"New York, NY",1807,2407
"2167","Soundview.(New York)",22,2016-06-01,"New York, NY",1813,2415
"2168","Soundview.(New York)",21,2016-05-01,"New York, NY",1825,2419
"2169","Soundview.(New York)",21,2016-04-01,"New York, NY",1842,2421
"2170","Soundview.(New York)",21,2016-03-01,"New York, NY",1853,2418
"2171","Soundview.(New York)",20,2016-02-01,"New York, NY",1850,2409
"2172","Soundview.(New York)",20,2016-01-01,"New York, NY",1839,2399
"2173","Bensonhurst.(New York)",34,2016-12-01,"New York, NY",2201,2392
"2174","Bensonhurst.(New York)",34,2016-11-01,"New York, NY",2196,2388
"2175","Bensonhurst.(New York)",34,2016-10-01,"New York, NY",2192,2384
"2176","Bensonhurst.(New York)",34,2016-09-01,"New York, NY",2180,2387
"2177","Bensonhurst.(New York)",34,2016-08-01,"New York, NY",2173,2396
"2178","Bensonhurst.(New York)",33,2016-07-01,"New York, NY",2172,2407
"2179","Bensonhurst.(New York)",33,2016-06-01,"New York, NY",2180,2415
"2180","Bensonhurst.(New York)",31,2016-05-01,"New York, NY",2192,2419
"2181","Bensonhurst.(New York)",31,2016-04-01,"New York, NY",2196,2421
"2182","Bensonhurst.(New York)",31,2016-03-01,"New York, NY",2200,2418
"2183","Bensonhurst.(New York)",31,2016-02-01,"New York, NY",2181,2409
"2184","Bensonhurst.(New York)",31,2016-01-01,"New York, NY",2168,2399
"2185","Elmhurst.(New York)",85,2016-12-01,"New York, NY",2227,2392
"2186","Elmhurst.(New York)",85,2016-11-01,"New York, NY",2235,2388
"2187","Elmhurst.(New York)",85,2016-10-01,"New York, NY",2239,2384
"2188","Elmhurst.(New York)",84,2016-09-01,"New York, NY",2251,2387
"2189","Elmhurst.(New York)",84,2016-08-01,"New York, NY",2274,2396
"2190","Elmhurst.(New York)",82,2016-07-01,"New York, NY",2291,2407
"2191","Elmhurst.(New York)",81,2016-06-01,"New York, NY",2296,2415
"2192","Elmhurst.(New York)",81,2016-05-01,"New York, NY",2291,2419
"2193","Elmhurst.(New York)",75,2016-04-01,"New York, NY",2283,2421
"2194","Elmhurst.(New York)",75,2016-03-01,"New York, NY",2268,2418
"2195","Elmhurst.(New York)",71,2016-02-01,"New York, NY",2266,2409
"2196","Elmhurst.(New York)",68,2016-01-01,"New York, NY",2266,2399
"2197","Borough Park.(New York)",20,2016-12-01,"New York, NY",2284,2392
"2198","Borough Park.(New York)",18,2016-11-01,"New York, NY",2273,2388
"2199","Borough Park.(New York)",18,2016-10-01,"New York, NY",2274,2384
"2200","Borough Park.(New York)",17,2016-09-01,"New York, NY",2269,2387
"2201","Borough Park.(New York)",16,2016-08-01,"New York, NY",2263,2396
"2202","Borough Park.(New York)",16,2016-07-01,"New York, NY",2259,2407
"2203","Borough Park.(New York)",16,2016-06-01,"New York, NY",2257,2415
"2204","Borough Park.(New York)",15,2016-05-01,"New York, NY",2260,2419
"2205","Borough Park.(New York)",15,2016-04-01,"New York, NY",2264,2421
"2206","Borough Park.(New York)",14,2016-03-01,"New York, NY",2276,2418
"2207","Borough Park.(New York)",14,2016-02-01,"New York, NY",2267,2409
"2208","Borough Park.(New York)",14,2016-01-01,"New York, NY",2255,2399
"2209","Sunset Park.(New York)",177,2016-12-01,"New York, NY",2242,2392
"2210","Sunset Park.(New York)",173,2016-11-01,"New York, NY",2243,2388
"2211","Sunset Park.(New York)",172,2016-10-01,"New York, NY",2241,2384
"2212","Sunset Park.(New York)",170,2016-09-01,"New York, NY",2239,2387
"2213","Sunset Park.(New York)",164,2016-08-01,"New York, NY",2243,2396
"2214","Sunset Park.(New York)",162,2016-07-01,"New York, NY",2247,2407
"2215","Sunset Park.(New York)",159,2016-06-01,"New York, NY",2243,2415
"2216","Sunset Park.(New York)",159,2016-05-01,"New York, NY",2239,2419
"2217","Sunset Park.(New York)",158,2016-04-01,"New York, NY",2232,2421
"2218","Sunset Park.(New York)",154,2016-03-01,"New York, NY",2236,2418
"2219","Sunset Park.(New York)",154,2016-02-01,"New York, NY",2227,2409
"2220","Sunset Park.(New York)",151,2016-01-01,"New York, NY",2225,2399
"2221","Corona.(New York)",55,2016-12-01,"New York, NY",2241,2392
"2222","Corona.(New York)",54,2016-11-01,"New York, NY",2242,2388
"2223","Corona.(New York)",53,2016-10-01,"New York, NY",2249,2384
"2224","Corona.(New York)",52,2016-09-01,"New York, NY",2273,2387
"2225","Corona.(New York)",51,2016-08-01,"New York, NY",2304,2396
"2226","Corona.(New York)",48,2016-07-01,"New York, NY",2323,2407
"2227","Corona.(New York)",46,2016-06-01,"New York, NY",2326,2415
"2228","Corona.(New York)",46,2016-05-01,"New York, NY",2326,2419
"2229","Corona.(New York)",46,2016-04-01,"New York, NY",2331,2421
"2230","Corona.(New York)",42,2016-03-01,"New York, NY",2327,2418
"2231","Corona.(New York)",39,2016-02-01,"New York, NY",2328,2409
"2232","Corona.(New York)",39,2016-01-01,"New York, NY",2333,2399
"2233","East Flatbush.(New York)",156,2016-12-01,"New York, NY",2221,2392
"2234","East Flatbush.(New York)",153,2016-11-01,"New York, NY",2201,2388
"2235","East Flatbush.(New York)",150,2016-10-01,"New York, NY",2174,2384
"2236","East Flatbush.(New York)",144,2016-09-01,"New York, NY",2138,2387
"2237","East Flatbush.(New York)",137,2016-08-01,"New York, NY",2118,2396
"2238","East Flatbush.(New York)",134,2016-07-01,"New York, NY",2101,2407
"2239","East Flatbush.(New York)",130,2016-06-01,"New York, NY",2091,2415
"2240","East Flatbush.(New York)",127,2016-05-01,"New York, NY",2075,2419
"2241","East Flatbush.(New York)",126,2016-04-01,"New York, NY",2050,2421
"2242","East Flatbush.(New York)",124,2016-03-01,"New York, NY",2039,2418
"2243","East Flatbush.(New York)",124,2016-02-01,"New York, NY",2024,2409
"2244","East Flatbush.(New York)",121,2016-01-01,"New York, NY",2023,2399
"2245","Bushwick.(New York)",1631,2016-12-01,"New York, NY",2481,2392
"2246","Bushwick.(New York)",1604,2016-11-01,"New York, NY",2481,2388
"2247","Bushwick.(New York)",1588,2016-10-01,"New York, NY",2475,2384
"2248","Bushwick.(New York)",1574,2016-09-01,"New York, NY",2478,2387
"2249","Bushwick.(New York)",1548,2016-08-01,"New York, NY",2486,2396
"2250","Bushwick.(New York)",1529,2016-07-01,"New York, NY",2491,2407
"2251","Bushwick.(New York)",1503,2016-06-01,"New York, NY",2499,2415
"2252","Bushwick.(New York)",1465,2016-05-01,"New York, NY",2510,2419
"2253","Bushwick.(New York)",1444,2016-04-01,"New York, NY",2519,2421
"2254","Bushwick.(New York)",1428,2016-03-01,"New York, NY",2525,2418
"2255","Bushwick.(New York)",1413,2016-02-01,"New York, NY",2514,2409
"2256","Bushwick.(New York)",1389,2016-01-01,"New York, NY",2512,2399
"2257","East Harlem.(New York)",806,2016-12-01,"New York, NY",2960,2392
"2258","East Harlem.(New York)",791,2016-11-01,"New York, NY",2964,2388
"2259","East Harlem.(New York)",781,2016-10-01,"New York, NY",2971,2384
"2260","East Harlem.(New York)",774,2016-09-01,"New York, NY",2981,2387
"2261","East Harlem.(New York)",759,2016-08-01,"New York, NY",2996,2396
"2262","East Harlem.(New York)",740,2016-07-01,"New York, NY",3015,2407
"2263","East Harlem.(New York)",730,2016-06-01,"New York, NY",3009,2415
"2264","East Harlem.(New York)",720,2016-05-01,"New York, NY",2986,2419
"2265","East Harlem.(New York)",707,2016-04-01,"New York, NY",2962,2421
"2266","East Harlem.(New York)",697,2016-03-01,"New York, NY",2963,2418
"2267","East Harlem.(New York)",684,2016-02-01,"New York, NY",2971,2409
"2268","East Harlem.(New York)",670,2016-01-01,"New York, NY",2985,2399
"2269","Williamsbridge.(New York)",12,2016-12-01,"New York, NY",1717,2392
"2270","Williamsbridge.(New York)",12,2016-11-01,"New York, NY",1741,2388
"2271","Williamsbridge.(New York)",12,2016-10-01,"New York, NY",1760,2384
"2272","Williamsbridge.(New York)",12,2016-09-01,"New York, NY",1780,2387
"2273","Williamsbridge.(New York)",12,2016-08-01,"New York, NY",1797,2396
"2274","Williamsbridge.(New York)",11,2016-07-01,"New York, NY",1808,2407
"2275","Williamsbridge.(New York)",10,2016-06-01,"New York, NY",1813,2415
"2276","Williamsbridge.(New York)",9,2016-05-01,"New York, NY",1820,2419
"2277","Williamsbridge.(New York)",9,2016-04-01,"New York, NY",1826,2421
"2278","Williamsbridge.(New York)",9,2016-03-01,"New York, NY",1829,2418
"2279","Williamsbridge.(New York)",9,2016-02-01,"New York, NY",1826,2409
"2280","Williamsbridge.(New York)",9,2016-01-01,"New York, NY",1822,2399
"2281","Harlem.(New York)",1420,2016-12-01,"New York, NY",2987,2392
"2282","Harlem.(New York)",1396,2016-11-01,"New York, NY",2990,2388
"2283","Harlem.(New York)",1380,2016-10-01,"New York, NY",3003,2384
"2284","Harlem.(New York)",1370,2016-09-01,"New York, NY",3015,2387
"2285","Harlem.(New York)",1351,2016-08-01,"New York, NY",3023,2396
"2286","Harlem.(New York)",1335,2016-07-01,"New York, NY",3036,2407
"2287","Harlem.(New York)",1314,2016-06-01,"New York, NY",3029,2415
"2288","Harlem.(New York)",1283,2016-05-01,"New York, NY",3010,2419
"2289","Harlem.(New York)",1263,2016-04-01,"New York, NY",2976,2421
"2290","Harlem.(New York)",1232,2016-03-01,"New York, NY",2975,2418
"2291","Harlem.(New York)",1217,2016-02-01,"New York, NY",2980,2409
"2292","Harlem.(New York)",1196,2016-01-01,"New York, NY",2997,2399
"2293","Jamaica.(New York)",191,2016-12-01,"New York, NY",2196,2392
"2294","Jamaica.(New York)",191,2016-11-01,"New York, NY",2187,2388
"2295","Jamaica.(New York)",178,2016-10-01,"New York, NY",2170,2384
"2296","Jamaica.(New York)",167,2016-09-01,"New York, NY",2164,2387
"2297","Jamaica.(New York)",159,2016-08-01,"New York, NY",2158,2396
"2298","Jamaica.(New York)",147,2016-07-01,"New York, NY",2158,2407
"2299","Jamaica.(New York)",142,2016-06-01,"New York, NY",2149,2415
"2300","Jamaica.(New York)",135,2016-05-01,"New York, NY",2151,2419
"2301","Jamaica.(New York)",129,2016-04-01,"New York, NY",2147,2421
"2302","Jamaica.(New York)",126,2016-03-01,"New York, NY",2147,2418
"2303","Jamaica.(New York)",125,2016-02-01,"New York, NY",2137,2409
"2304","Jamaica.(New York)",120,2016-01-01,"New York, NY",2129,2399
"2305","Crown Heights.(New York)",1122,2016-12-01,"New York, NY",2439,2392
"2306","Crown Heights.(New York)",1116,2016-11-01,"New York, NY",2427,2388
"2307","Crown Heights.(New York)",1107,2016-10-01,"New York, NY",2415,2384
"2308","Crown Heights.(New York)",1092,2016-09-01,"New York, NY",2410,2387
"2309","Crown Heights.(New York)",1082,2016-08-01,"New York, NY",2406,2396
"2310","Crown Heights.(New York)",1073,2016-07-01,"New York, NY",2403,2407
"2311","Crown Heights.(New York)",1056,2016-06-01,"New York, NY",2399,2415
"2312","Crown Heights.(New York)",1038,2016-05-01,"New York, NY",2395,2419
"2313","Crown Heights.(New York)",1025,2016-04-01,"New York, NY",2390,2421
"2314","Crown Heights.(New York)",1012,2016-03-01,"New York, NY",2388,2418
"2315","Crown Heights.(New York)",999,2016-02-01,"New York, NY",2389,2409
"2316","Crown Heights.(New York)",989,2016-01-01,"New York, NY",2402,2399
"2317","Flatbush.(New York)",580,2016-12-01,"New York, NY",2206,2392
"2318","Flatbush.(New York)",575,2016-11-01,"New York, NY",2199,2388
"2319","Flatbush.(New York)",573,2016-10-01,"New York, NY",2189,2384
"2320","Flatbush.(New York)",564,2016-09-01,"New York, NY",2173,2387
"2321","Flatbush.(New York)",558,2016-08-01,"New York, NY",2168,2396
"2322","Flatbush.(New York)",549,2016-07-01,"New York, NY",2168,2407
"2323","Flatbush.(New York)",537,2016-06-01,"New York, NY",2162,2415
"2324","Flatbush.(New York)",532,2016-05-01,"New York, NY",2153,2419
"2325","Flatbush.(New York)",523,2016-04-01,"New York, NY",2142,2421
"2326","Flatbush.(New York)",518,2016-03-01,"New York, NY",2138,2418
"2327","Flatbush.(New York)",512,2016-02-01,"New York, NY",2130,2409
"2328","Flatbush.(New York)",502,2016-01-01,"New York, NY",2121,2399
"2329","Bedford Stuyvesant.(New York)",0,2016-12-01,"New York, NY",2477,2392
"2330","Bedford Stuyvesant.(New York)",0,2016-11-01,"New York, NY",2469,2388
"2331","Bedford Stuyvesant.(New York)",0,2016-10-01,"New York, NY",2462,2384
"2332","Bedford Stuyvesant.(New York)",0,2016-09-01,"New York, NY",2468,2387
"2333","Bedford Stuyvesant.(New York)",0,2016-08-01,"New York, NY",2479,2396
"2334","Bedford Stuyvesant.(New York)",0,2016-07-01,"New York, NY",2483,2407
"2335","Bedford Stuyvesant.(New York)",0,2016-06-01,"New York, NY",2490,2415
"2336","Bedford Stuyvesant.(New York)",0,2016-05-01,"New York, NY",2496,2419
"2337","Bedford Stuyvesant.(New York)",0,2016-04-01,"New York, NY",2503,2421
"2338","Bedford Stuyvesant.(New York)",0,2016-03-01,"New York, NY",2504,2418
"2339","Bedford Stuyvesant.(New York)",0,2016-02-01,"New York, NY",2498,2409
"2340","Bedford Stuyvesant.(New York)",0,2016-01-01,"New York, NY",2498,2399
"2341","Williamsburg.(New York)",3268,2016-12-01,"New York, NY",2911,2392
"2342","Williamsburg.(New York)",3247,2016-11-01,"New York, NY",2893,2388
"2343","Williamsburg.(New York)",3217,2016-10-01,"New York, NY",2890,2384
"2344","Williamsburg.(New York)",3191,2016-09-01,"New York, NY",2882,2387
"2345","Williamsburg.(New York)",3165,2016-08-01,"New York, NY",2888,2396
"2346","Williamsburg.(New York)",3132,2016-07-01,"New York, NY",2895,2407
"2347","Williamsburg.(New York)",3099,2016-06-01,"New York, NY",2903,2415
"2348","Williamsburg.(New York)",3071,2016-05-01,"New York, NY",2907,2419
"2349","Williamsburg.(New York)",3044,2016-04-01,"New York, NY",2918,2421
"2350","Williamsburg.(New York)",3008,2016-03-01,"New York, NY",2928,2418
"2351","Williamsburg.(New York)",2972,2016-02-01,"New York, NY",2925,2409
"2352","Williamsburg.(New York)",2951,2016-01-01,"New York, NY",2910,2399
"2353","Astoria.(New York)",879,2016-12-01,"New York, NY",2291,2392
"2354","Astoria.(New York)",868,2016-11-01,"New York, NY",2306,2388
"2355","Astoria.(New York)",858,2016-10-01,"New York, NY",2319,2384
"2356","Astoria.(New York)",849,2016-09-01,"New York, NY",2339,2387
"2357","Astoria.(New York)",842,2016-08-01,"New York, NY",2368,2396
"2358","Astoria.(New York)",825,2016-07-01,"New York, NY",2389,2407
"2359","Astoria.(New York)",806,2016-06-01,"New York, NY",2396,2415
"2360","Astoria.(New York)",781,2016-05-01,"New York, NY",2390,2419
"2361","Astoria.(New York)",764,2016-04-01,"New York, NY",2387,2421
"2362","Astoria.(New York)",750,2016-03-01,"New York, NY",2391,2418
"2363","Astoria.(New York)",737,2016-02-01,"New York, NY",2419,2409
"2364","Astoria.(New York)",724,2016-01-01,"New York, NY",2445,2399
"2365","Washington Heights.(New York)",734,2016-12-01,"New York, NY",2624,2392
"2366","Washington Heights.(New York)",729,2016-11-01,"New York, NY",2629,2388
"2367","Washington Heights.(New York)",720,2016-10-01,"New York, NY",2643,2384
"2368","Washington Heights.(New York)",709,2016-09-01,"New York, NY",2667,2387
"2369","Washington Heights.(New York)",697,2016-08-01,"New York, NY",2690,2396
"2370","Washington Heights.(New York)",681,2016-07-01,"New York, NY",2698,2407
"2371","Washington Heights.(New York)",662,2016-06-01,"New York, NY",2691,2415
"2372","Washington Heights.(New York)",647,2016-05-01,"New York, NY",2667,2419
"2373","Washington Heights.(New York)",633,2016-04-01,"New York, NY",2642,2421
"2374","Washington Heights.(New York)",620,2016-03-01,"New York, NY",2634,2418
"2375","Washington Heights.(New York)",615,2016-02-01,"New York, NY",2622,2409
"2376","Washington Heights.(New York)",606,2016-01-01,"New York, NY",2639,2399
"2377","East New York.(New York)",139,2016-12-01,"New York, NY",2245,2392
"2378","East New York.(New York)",137,2016-11-01,"New York, NY",2225,2388
"2379","East New York.(New York)",123,2016-10-01,"New York, NY",2212,2384
"2380","East New York.(New York)",120,2016-09-01,"New York, NY",2205,2387
"2381","East New York.(New York)",118,2016-08-01,"New York, NY",2217,2396
"2382","East New York.(New York)",115,2016-07-01,"New York, NY",2227,2407
"2383","East New York.(New York)",112,2016-06-01,"New York, NY",2244,2415
"2384","East New York.(New York)",104,2016-05-01,"New York, NY",2249,2419
"2385","East New York.(New York)",103,2016-04-01,"New York, NY",2247,2421
"2386","East New York.(New York)",101,2016-03-01,"New York, NY",2240,2418
"2387","East New York.(New York)",94,2016-02-01,"New York, NY",2233,2409
"2388","East New York.(New York)",92,2016-01-01,"New York, NY",2226,2399
"2389","Upper East Side.(New York)",1186,2016-12-01,"New York, NY",3561,2392
"2390","Upper East Side.(New York)",1170,2016-11-01,"New York, NY",3561,2388
"2391","Upper East Side.(New York)",1153,2016-10-01,"New York, NY",3573,2384
"2392","Upper East Side.(New York)",1141,2016-09-01,"New York, NY",3575,2387
"2393","Upper East Side.(New York)",1133,2016-08-01,"New York, NY",3602,2396
"2394","Upper East Side.(New York)",1121,2016-07-01,"New York, NY",3641,2407
"2395","Upper East Side.(New York)",1092,2016-06-01,"New York, NY",3674,2415
"2396","Upper East Side.(New York)",1071,2016-05-01,"New York, NY",3705,2419
"2397","Upper East Side.(New York)",1049,2016-04-01,"New York, NY",3692,2421
"2398","Upper East Side.(New York)",1033,2016-03-01,"New York, NY",3655,2418
"2399","Upper East Side.(New York)",1010,2016-02-01,"New York, NY",3611,2409
"2400","Upper East Side.(New York)",999,2016-01-01,"New York, NY",3578,2399
"2401","Upper West Side.(New York)",1478,2016-12-01,"New York, NY",3841,2392
"2402","Upper West Side.(New York)",1453,2016-11-01,"New York, NY",3862,2388
"2403","Upper West Side.(New York)",1440,2016-10-01,"New York, NY",3892,2384
"2404","Upper West Side.(New York)",1426,2016-09-01,"New York, NY",3927,2387
