"","Neighborhood","Airbnb","Date","City","ZRI","ZRI_City"
"1040","Rockaway Park.(New York)",0,2016-05-01,"New York, NY",2111,2419
"1041","Rockaway Park.(New York)",0,2016-04-01,"New York, NY",2104,2421
"1042","Rockaway Park.(New York)",0,2016-03-01,"New York, NY",2107,2418
"1043","Rockaway Park.(New York)",0,2016-02-01,"New York, NY",2085,2409
"1044","Rockaway Park.(New York)",0,2016-01-01,"New York, NY",2060,2399
"1045","Spuyten Duyvil.(New York)",11,2016-12-01,"New York, NY",2054,2392
"1046","Spuyten Duyvil.(New York)",11,2016-11-01,"New York, NY",2058,2388
"1047","Spuyten Duyvil.(New York)",11,2016-10-01,"New York, NY",2046,2384
"1048","Spuyten Duyvil.(New York)",11,2016-09-01,"New York, NY",2030,2387
"1049","Spuyten Duyvil.(New York)",11,2016-08-01,"New York, NY",2017,2396
"1050","Spuyten Duyvil.(New York)",11,2016-07-01,"New York, NY",2002,2407
"1051","Spuyten Duyvil.(New York)",11,2016-06-01,"New York, NY",1987,2415
"1052","Spuyten Duyvil.(New York)",11,2016-05-01,"New York, NY",1977,2419
"1053","Spuyten Duyvil.(New York)",11,2016-04-01,"New York, NY",1979,2421
"1054","Spuyten Duyvil.(New York)",11,2016-03-01,"New York, NY",1980,2418
"1055","Spuyten Duyvil.(New York)",11,2016-02-01,"New York, NY",1979,2409
"1056","Spuyten Duyvil.(New York)",11,2016-01-01,"New York, NY",1970,2399
"1057","Baychester.(New York)",22,2016-12-01,"New York, NY",1757,2392
"1058","Baychester.(New York)",21,2016-11-01,"New York, NY",1786,2388
"1059","Baychester.(New York)",21,2016-10-01,"New York, NY",1795,2384
"1060","Baychester.(New York)",21,2016-09-01,"New York, NY",1803,2387
"1061","Baychester.(New York)",21,2016-08-01,"New York, NY",1810,2396
"1062","Baychester.(New York)",21,2016-07-01,"New York, NY",1824,2407
"1063","Baychester.(New York)",21,2016-06-01,"New York, NY",1828,2415
"1064","Baychester.(New York)",21,2016-05-01,"New York, NY",1836,2419
"1065","Baychester.(New York)",21,2016-04-01,"New York, NY",1836,2421
"1066","Baychester.(New York)",21,2016-03-01,"New York, NY",1838,2418
"1067","Baychester.(New York)",20,2016-02-01,"New York, NY",1837,2409
"1068","Baychester.(New York)",18,2016-01-01,"New York, NY",1834,2399
"1069","Port Richmond.(New York)",9,2016-12-01,"New York, NY",2073,2392
"1070","Port Richmond.(New York)",9,2016-11-01,"New York, NY",2075,2388
"1071","Port Richmond.(New York)",8,2016-10-01,"New York, NY",2074,2384
"1072","Port Richmond.(New York)",8,2016-09-01,"New York, NY",2088,2387
"1073","Port Richmond.(New York)",8,2016-08-01,"New York, NY",2098,2396
"1074","Port Richmond.(New York)",8,2016-07-01,"New York, NY",2091,2407
"1075","Port Richmond.(New York)",7,2016-06-01,"New York, NY",2051,2415
"1076","Port Richmond.(New York)",7,2016-05-01,"New York, NY",2009,2419
"1077","Port Richmond.(New York)",7,2016-04-01,"New York, NY",1990,2421
"1078","Port Richmond.(New York)",7,2016-03-01,"New York, NY",2004,2418
"1079","Port Richmond.(New York)",7,2016-02-01,"New York, NY",2016,2409
"1080","Port Richmond.(New York)",7,2016-01-01,"New York, NY",2022,2399
"1081","Midtown.(New York)",322,2016-12-01,"New York, NY",4070,2392
"1082","Midtown.(New York)",319,2016-11-01,"New York, NY",4096,2388
"1083","Midtown.(New York)",312,2016-10-01,"New York, NY",4148,2384
"1084","Midtown.(New York)",304,2016-09-01,"New York, NY",4199,2387
"1085","Midtown.(New York)",296,2016-08-01,"New York, NY",4260,2396
"1086","Midtown.(New York)",289,2016-07-01,"New York, NY",4303,2407
"1087","Midtown.(New York)",285,2016-06-01,"New York, NY",4332,2415
"1088","Midtown.(New York)",275,2016-05-01,"New York, NY",4374,2419
"1089","Midtown.(New York)",269,2016-04-01,"New York, NY",4381,2421
"1090","Midtown.(New York)",257,2016-03-01,"New York, NY",4320,2418
"1091","Midtown.(New York)",251,2016-02-01,"New York, NY",4231,2409
"1092","Midtown.(New York)",247,2016-01-01,"New York, NY",4159,2399
"1093","New Utrecht.(New York)",0,2016-12-01,"New York, NY",2197,2392
"1094","New Utrecht.(New York)",0,2016-11-01,"New York, NY",2187,2388
"1095","New Utrecht.(New York)",0,2016-10-01,"New York, NY",2192,2384
"1096","New Utrecht.(New York)",0,2016-09-01,"New York, NY",2189,2387
"1097","New Utrecht.(New York)",0,2016-08-01,"New York, NY",2190,2396
"1098","New Utrecht.(New York)",0,2016-07-01,"New York, NY",2191,2407
"1099","New Utrecht.(New York)",0,2016-06-01,"New York, NY",2195,2415
"1100","New Utrecht.(New York)",0,2016-05-01,"New York, NY",2203,2419
"1101","New Utrecht.(New York)",0,2016-04-01,"New York, NY",2208,2421
"1102","New Utrecht.(New York)",0,2016-03-01,"New York, NY",2207,2418
"1103","New Utrecht.(New York)",0,2016-02-01,"New York, NY",2186,2409
"1104","New Utrecht.(New York)",0,2016-01-01,"New York, NY",2171,2399
"1105","Turtle Bay.(New York)",0,2016-12-01,"New York, NY",3589,2392
"1106","Turtle Bay.(New York)",0,2016-11-01,"New York, NY",3606,2388
"1107","Turtle Bay.(New York)",0,2016-10-01,"New York, NY",3640,2384
"1108","Turtle Bay.(New York)",0,2016-09-01,"New York, NY",3673,2387
"1109","Turtle Bay.(New York)",0,2016-08-01,"New York, NY",3701,2396
"1110","Turtle Bay.(New York)",0,2016-07-01,"New York, NY",3713,2407
"1111","Turtle Bay.(New York)",0,2016-06-01,"New York, NY",3721,2415
"1112","Turtle Bay.(New York)",0,2016-05-01,"New York, NY",3724,2419
"1113","Turtle Bay.(New York)",0,2016-04-01,"New York, NY",3725,2421
"1114","Turtle Bay.(New York)",0,2016-03-01,"New York, NY",3710,2418
"1115","Turtle Bay.(New York)",0,2016-02-01,"New York, NY",3710,2409
"1116","Turtle Bay.(New York)",0,2016-01-01,"New York, NY",3698,2399
"1117","Prospect Heights.(New York)",291,2016-12-01,"New York, NY",2724,2392
"1118","Prospect Heights.(New York)",291,2016-11-01,"New York, NY",2719,2388
"1119","Prospect Heights.(New York)",291,2016-10-01,"New York, NY",2711,2384
"1120","Prospect Heights.(New York)",290,2016-09-01,"New York, NY",2705,2387
"1121","Prospect Heights.(New York)",289,2016-08-01,"New York, NY",2713,2396
"1122","Prospect Heights.(New York)",289,2016-07-01,"New York, NY",2726,2407
"1123","Prospect Heights.(New York)",288,2016-06-01,"New York, NY",2745,2415
"1124","Prospect Heights.(New York)",287,2016-05-01,"New York, NY",2764,2419
"1125","Prospect Heights.(New York)",282,2016-04-01,"New York, NY",2779,2421
"1126","Prospect Heights.(New York)",280,2016-03-01,"New York, NY",2798,2418
"1127","Prospect Heights.(New York)",279,2016-02-01,"New York, NY",2796,2409
"1128","Prospect Heights.(New York)",277,2016-01-01,"New York, NY",2791,2399
"1129","Gowanus.(New York)",118,2016-12-01,"New York, NY",2754,2392
"1130","Gowanus.(New York)",116,2016-11-01,"New York, NY",2772,2388
"1131","Gowanus.(New York)",116,2016-10-01,"New York, NY",2787,2384
"1132","Gowanus.(New York)",116,2016-09-01,"New York, NY",2806,2387
"1133","Gowanus.(New York)",113,2016-08-01,"New York, NY",2830,2396
"1134","Gowanus.(New York)",110,2016-07-01,"New York, NY",2847,2407
"1135","Gowanus.(New York)",110,2016-06-01,"New York, NY",2852,2415
"1136","Gowanus.(New York)",106,2016-05-01,"New York, NY",2845,2419
"1137","Gowanus.(New York)",104,2016-04-01,"New York, NY",2836,2421
"1138","Gowanus.(New York)",101,2016-03-01,"New York, NY",2840,2418
"1139","Gowanus.(New York)",97,2016-02-01,"New York, NY",2849,2409
"1140","Gowanus.(New York)",97,2016-01-01,"New York, NY",2860,2399
"1141","Heartland Village.(New York)",0,2016-12-01,"New York, NY",1978,2392
"1142","Heartland Village.(New York)",0,2016-11-01,"New York, NY",1968,2388
"1143","Heartland Village.(New York)",0,2016-10-01,"New York, NY",1968,2384
"1144","Heartland Village.(New York)",0,2016-09-01,"New York, NY",1985,2387
"1145","Heartland Village.(New York)",0,2016-08-01,"New York, NY",2016,2396
"1146","Heartland Village.(New York)",0,2016-07-01,"New York, NY",2030,2407
"1147","Heartland Village.(New York)",0,2016-06-01,"New York, NY",2024,2415
"1148","Heartland Village.(New York)",0,2016-05-01,"New York, NY",2012,2419
"1149","Heartland Village.(New York)",0,2016-04-01,"New York, NY",2013,2421
"1150","Heartland Village.(New York)",0,2016-03-01,"New York, NY",2023,2418
"1151","Heartland Village.(New York)",0,2016-02-01,"New York, NY",2019,2409
"1152","Heartland Village.(New York)",0,2016-01-01,"New York, NY",2016,2399
"1153","Wingate.(New York)",0,2016-12-01,"New York, NY",2303,2392
"1154","Wingate.(New York)",0,2016-11-01,"New York, NY",2290,2388
"1155","Wingate.(New York)",0,2016-10-01,"New York, NY",2275,2384
"1156","Wingate.(New York)",0,2016-09-01,"New York, NY",2261,2387
"1157","Wingate.(New York)",0,2016-08-01,"New York, NY",2255,2396
"1158","Wingate.(New York)",0,2016-07-01,"New York, NY",2249,2407
"1159","Wingate.(New York)",0,2016-06-01,"New York, NY",2243,2415
"1160","Wingate.(New York)",0,2016-05-01,"New York, NY",2243,2419
"1161","Wingate.(New York)",0,2016-04-01,"New York, NY",2231,2421
"1162","Wingate.(New York)",0,2016-03-01,"New York, NY",2230,2418
"1163","Wingate.(New York)",0,2016-02-01,"New York, NY",2222,2409
"1164","Wingate.(New York)",0,2016-01-01,"New York, NY",2224,2399
"1165","West Brighton.(New York)",19,2016-12-01,"New York, NY",2162,2392
"1166","West Brighton.(New York)",19,2016-11-01,"New York, NY",2156,2388
"1167","West Brighton.(New York)",19,2016-10-01,"New York, NY",2152,2384
"1168","West Brighton.(New York)",19,2016-09-01,"New York, NY",2162,2387
"1169","West Brighton.(New York)",15,2016-08-01,"New York, NY",2178,2396
"1170","West Brighton.(New York)",15,2016-07-01,"New York, NY",2180,2407
"1171","West Brighton.(New York)",15,2016-06-01,"New York, NY",2142,2415
"1172","West Brighton.(New York)",15,2016-05-01,"New York, NY",2098,2419
"1173","West Brighton.(New York)",15,2016-04-01,"New York, NY",2066,2421
"1174","West Brighton.(New York)",15,2016-03-01,"New York, NY",2077,2418
"1175","West Brighton.(New York)",15,2016-02-01,"New York, NY",2085,2409
"1176","West Brighton.(New York)",14,2016-01-01,"New York, NY",2096,2399
"1177","Castle Hill.(New York)",0,2016-12-01,"New York, NY",1778,2392
"1178","Castle Hill.(New York)",0,2016-11-01,"New York, NY",1797,2388
"1179","Castle Hill.(New York)",0,2016-10-01,"New York, NY",1796,2384
"1180","Castle Hill.(New York)",0,2016-09-01,"New York, NY",1796,2387
"1181","Castle Hill.(New York)",0,2016-08-01,"New York, NY",1797,2396
"1182","Castle Hill.(New York)",0,2016-07-01,"New York, NY",1806,2407
"1183","Castle Hill.(New York)",0,2016-06-01,"New York, NY",1813,2415
"1184","Castle Hill.(New York)",0,2016-05-01,"New York, NY",1824,2419
"1185","Castle Hill.(New York)",0,2016-04-01,"New York, NY",1829,2421
"1186","Castle Hill.(New York)",0,2016-03-01,"New York, NY",1834,2418
"1187","Castle Hill.(New York)",0,2016-02-01,"New York, NY",1834,2409
"1188","Castle Hill.(New York)",0,2016-01-01,"New York, NY",1834,2399
"1189","Sutton Place.(New York)",0,2016-12-01,"New York, NY",3751,2392
"1190","Sutton Place.(New York)",0,2016-11-01,"New York, NY",3754,2388
"1191","Sutton Place.(New York)",0,2016-10-01,"New York, NY",3786,2384
"1192","Sutton Place.(New York)",0,2016-09-01,"New York, NY",3821,2387
"1193","Sutton Place.(New York)",0,2016-08-01,"New York, NY",3877,2396
"1194","Sutton Place.(New York)",0,2016-07-01,"New York, NY",3926,2407
"1195","Sutton Place.(New York)",0,2016-06-01,"New York, NY",3980,2415
"1196","Sutton Place.(New York)",0,2016-05-01,"New York, NY",4048,2419
"1197","Sutton Place.(New York)",0,2016-04-01,"New York, NY",4084,2421
"1198","Sutton Place.(New York)",0,2016-03-01,"New York, NY",4023,2418
"1199","Sutton Place.(New York)",0,2016-02-01,"New York, NY",3931,2409
"1200","Sutton Place.(New York)",0,2016-01-01,"New York, NY",3848,2399
"1201","Columbus Circle.(New York)",0,2016-12-01,"New York, NY",3822,2392
"1202","Columbus Circle.(New York)",0,2016-11-01,"New York, NY",3824,2388
"1203","Columbus Circle.(New York)",0,2016-10-01,"New York, NY",3851,2384
"1204","Columbus Circle.(New York)",0,2016-09-01,"New York, NY",3892,2387
"1205","Columbus Circle.(New York)",0,2016-08-01,"New York, NY",3925,2396
"1206","Columbus Circle.(New York)",0,2016-07-01,"New York, NY",3950,2407
"1207","Columbus Circle.(New York)",0,2016-06-01,"New York, NY",3952,2415
"1208","Columbus Circle.(New York)",0,2016-05-01,"New York, NY",3957,2419
"1209","Columbus Circle.(New York)",0,2016-04-01,"New York, NY",3941,2421
"1210","Columbus Circle.(New York)",0,2016-03-01,"New York, NY",3907,2418
"1211","Columbus Circle.(New York)",0,2016-02-01,"New York, NY",3875,2409
"1212","Columbus Circle.(New York)",0,2016-01-01,"New York, NY",3847,2399
"1213","Brooklyn Heights.(New York)",106,2016-12-01,"New York, NY",2834,2392
"1214","Brooklyn Heights.(New York)",105,2016-11-01,"New York, NY",2840,2388
"1215","Brooklyn Heights.(New York)",105,2016-10-01,"New York, NY",2842,2384
"1216","Brooklyn Heights.(New York)",105,2016-09-01,"New York, NY",2850,2387
"1217","Brooklyn Heights.(New York)",103,2016-08-01,"New York, NY",2866,2396
"1218","Brooklyn Heights.(New York)",102,2016-07-01,"New York, NY",2878,2407
"1219","Brooklyn Heights.(New York)",101,2016-06-01,"New York, NY",2889,2415
"1220","Brooklyn Heights.(New York)",101,2016-05-01,"New York, NY",2901,2419
"1221","Brooklyn Heights.(New York)",100,2016-04-01,"New York, NY",2911,2421
"1222","Brooklyn Heights.(New York)",98,2016-03-01,"New York, NY",2912,2418
"1223","Brooklyn Heights.(New York)",97,2016-02-01,"New York, NY",2910,2409
"1224","Brooklyn Heights.(New York)",94,2016-01-01,"New York, NY",2910,2399
"1225","Kew Gardens.(New York)",0,2016-12-01,"New York, NY",2142,2392
"1226","Kew Gardens.(New York)",0,2016-11-01,"New York, NY",2136,2388
"1227","Kew Gardens.(New York)",0,2016-10-01,"New York, NY",2128,2384
"1228","Kew Gardens.(New York)",0,2016-09-01,"New York, NY",2130,2387
"1229","Kew Gardens.(New York)",0,2016-08-01,"New York, NY",2144,2396
"1230","Kew Gardens.(New York)",0,2016-07-01,"New York, NY",2157,2407
"1231","Kew Gardens.(New York)",0,2016-06-01,"New York, NY",2161,2415
"1232","Kew Gardens.(New York)",0,2016-05-01,"New York, NY",2167,2419
"1233","Kew Gardens.(New York)",0,2016-04-01,"New York, NY",2170,2421
"1234","Kew Gardens.(New York)",0,2016-03-01,"New York, NY",2173,2418
"1235","Kew Gardens.(New York)",0,2016-02-01,"New York, NY",2164,2409
"1236","Kew Gardens.(New York)",0,2016-01-01,"New York, NY",2159,2399
"1237","West Village.(New York)",659,2016-12-01,"New York, NY",4392,2392
"1238","West Village.(New York)",651,2016-11-01,"New York, NY",4438,2388
"1239","West Village.(New York)",644,2016-10-01,"New York, NY",4493,2384
"1240","West Village.(New York)",637,2016-09-01,"New York, NY",4542,2387
"1241","West Village.(New York)",635,2016-08-01,"New York, NY",4607,2396
"1242","West Village.(New York)",629,2016-07-01,"New York, NY",4634,2407
"1243","West Village.(New York)",622,2016-06-01,"New York, NY",4641,2415
"1244","West Village.(New York)",618,2016-05-01,"New York, NY",4646,2419
"1245","West Village.(New York)",614,2016-04-01,"New York, NY",4658,2421
"1246","West Village.(New York)",608,2016-03-01,"New York, NY",4614,2418
"1247","West Village.(New York)",600,2016-02-01,"New York, NY",4549,2409
"1248","West Village.(New York)",592,2016-01-01,"New York, NY",4437,2399
"1249","Oakland Gardens.(New York)",0,2016-12-01,"New York, NY",2157,2392
"1250","Oakland Gardens.(New York)",0,2016-11-01,"New York, NY",2150,2388
"1251","Oakland Gardens.(New York)",0,2016-10-01,"New York, NY",2143,2384
"1252","Oakland Gardens.(New York)",0,2016-09-01,"New York, NY",2161,2387
"1253","Oakland Gardens.(New York)",0,2016-08-01,"New York, NY",2191,2396
"1254","Oakland Gardens.(New York)",0,2016-07-01,"New York, NY",2218,2407
"1255","Oakland Gardens.(New York)",0,2016-06-01,"New York, NY",2231,2415
"1256","Oakland Gardens.(New York)",0,2016-05-01,"New York, NY",2226,2419
"1257","Oakland Gardens.(New York)",0,2016-04-01,"New York, NY",2220,2421
"1258","Oakland Gardens.(New York)",0,2016-03-01,"New York, NY",2211,2418
"1259","Oakland Gardens.(New York)",0,2016-02-01,"New York, NY",2205,2409
"1260","Oakland Gardens.(New York)",0,2016-01-01,"New York, NY",2206,2399
"1261","Fresh Meadows.(New York)",3,2016-12-01,"New York, NY",2583,2392
"1262","Fresh Meadows.(New York)",3,2016-11-01,"New York, NY",2572,2388
"1263","Fresh Meadows.(New York)",3,2016-10-01,"New York, NY",2542,2384
"1264","Fresh Meadows.(New York)",3,2016-09-01,"New York, NY",2520,2387
"1265","Fresh Meadows.(New York)",3,2016-08-01,"New York, NY",2498,2396
"1266","Fresh Meadows.(New York)",3,2016-07-01,"New York, NY",2478,2407
"1267","Fresh Meadows.(New York)",2,2016-06-01,"New York, NY",2453,2415
"1268","Fresh Meadows.(New York)",2,2016-05-01,"New York, NY",2430,2419
"1269","Fresh Meadows.(New York)",2,2016-04-01,"New York, NY",2414,2421
"1270","Fresh Meadows.(New York)",2,2016-03-01,"New York, NY",2402,2418
"1271","Fresh Meadows.(New York)",2,2016-02-01,"New York, NY",2397,2409
"1272","Fresh Meadows.(New York)",2,2016-01-01,"New York, NY",2410,2399
"1273","Great Kills.(New York)",4,2016-12-01,"New York, NY",2216,2392
"1274","Great Kills.(New York)",4,2016-11-01,"New York, NY",2210,2388
"1275","Great Kills.(New York)",4,2016-10-01,"New York, NY",2195,2384
"1276","Great Kills.(New York)",4,2016-09-01,"New York, NY",2188,2387
"1277","Great Kills.(New York)",4,2016-08-01,"New York, NY",2187,2396
"1278","Great Kills.(New York)",4,2016-07-01,"New York, NY",2182,2407
"1279","Great Kills.(New York)",4,2016-06-01,"New York, NY",2166,2415
"1280","Great Kills.(New York)",4,2016-05-01,"New York, NY",2141,2419
"1281","Great Kills.(New York)",4,2016-04-01,"New York, NY",2127,2421
"1282","Great Kills.(New York)",4,2016-03-01,"New York, NY",2129,2418
"1283","Great Kills.(New York)",4,2016-02-01,"New York, NY",2124,2409
"1284","Great Kills.(New York)",4,2016-01-01,"New York, NY",2125,2399
"1285","Clinton Hill.(New York)",693,2016-12-01,"New York, NY",2701,2392
"1286","Clinton Hill.(New York)",690,2016-11-01,"New York, NY",2692,2388
"1287","Clinton Hill.(New York)",684,2016-10-01,"New York, NY",2686,2384
"1288","Clinton Hill.(New York)",680,2016-09-01,"New York, NY",2678,2387
"1289","Clinton Hill.(New York)",675,2016-08-01,"New York, NY",2685,2396
"1290","Clinton Hill.(New York)",669,2016-07-01,"New York, NY",2690,2407
"1291","Clinton Hill.(New York)",661,2016-06-01,"New York, NY",2700,2415
"1292","Clinton Hill.(New York)",656,2016-05-01,"New York, NY",2715,2419
"1293","Clinton Hill.(New York)",649,2016-04-01,"New York, NY",2729,2421
"1294","Clinton Hill.(New York)",635,2016-03-01,"New York, NY",2750,2418
"1295","Clinton Hill.(New York)",627,2016-02-01,"New York, NY",2742,2409
"1296","Clinton Hill.(New York)",619,2016-01-01,"New York, NY",2733,2399
"1297","Douglaston-Little Neck.(New York)",0,2016-12-01,"New York, NY",2318,2392
"1298","Douglaston-Little Neck.(New York)",0,2016-11-01,"New York, NY",2325,2388
"1299","Douglaston-Little Neck.(New York)",0,2016-10-01,"New York, NY",2326,2384
"1300","Douglaston-Little Neck.(New York)",0,2016-09-01,"New York, NY",2337,2387
"1301","Douglaston-Little Neck.(New York)",0,2016-08-01,"New York, NY",2346,2396
"1302","Douglaston-Little Neck.(New York)",0,2016-07-01,"New York, NY",2354,2407
"1303","Douglaston-Little Neck.(New York)",0,2016-06-01,"New York, NY",2353,2415
"1304","Douglaston-Little Neck.(New York)",0,2016-05-01,"New York, NY",2345,2419
"1305","Douglaston-Little Neck.(New York)",0,2016-04-01,"New York, NY",2347,2421
"1306","Douglaston-Little Neck.(New York)",0,2016-03-01,"New York, NY",2344,2418
"1307","Douglaston-Little Neck.(New York)",0,2016-02-01,"New York, NY",2346,2409
"1308","Douglaston-Little Neck.(New York)",0,2016-01-01,"New York, NY",2352,2399
"1309","Eltingville.(New York)",5,2016-12-01,"New York, NY",2240,2392
"1310","Eltingville.(New York)",5,2016-11-01,"New York, NY",2231,2388
"1311","Eltingville.(New York)",5,2016-10-01,"New York, NY",2217,2384
"1312","Eltingville.(New York)",5,2016-09-01,"New York, NY",2208,2387
"1313","Eltingville.(New York)",5,2016-08-01,"New York, NY",2202,2396
"1314","Eltingville.(New York)",4,2016-07-01,"New York, NY",2186,2407
"1315","Eltingville.(New York)",4,2016-06-01,"New York, NY",2157,2415
"1316","Eltingville.(New York)",4,2016-05-01,"New York, NY",2126,2419
"1317","Eltingville.(New York)",4,2016-04-01,"New York, NY",2116,2421
"1318","Eltingville.(New York)",4,2016-03-01,"New York, NY",2128,2418
"1319","Eltingville.(New York)",4,2016-02-01,"New York, NY",2126,2409
"1320","Eltingville.(New York)",4,2016-01-01,"New York, NY",2130,2399
"1321","Pelham Bay.(New York)",10,2016-12-01,"New York, NY",1763,2392
"1322","Pelham Bay.(New York)",10,2016-11-01,"New York, NY",1785,2388
"1323","Pelham Bay.(New York)",10,2016-10-01,"New York, NY",1792,2384
"1324","Pelham Bay.(New York)",10,2016-09-01,"New York, NY",1798,2387
"1325","Pelham Bay.(New York)",10,2016-08-01,"New York, NY",1807,2396
"1326","Pelham Bay.(New York)",9,2016-07-01,"New York, NY",1821,2407
"1327","Pelham Bay.(New York)",7,2016-06-01,"New York, NY",1827,2415
"1328","Pelham Bay.(New York)",7,2016-05-01,"New York, NY",1836,2419
"1329","Pelham Bay.(New York)",7,2016-04-01,"New York, NY",1840,2421
"1330","Pelham Bay.(New York)",7,2016-03-01,"New York, NY",1840,2418
"1331","Pelham Bay.(New York)",7,2016-02-01,"New York, NY",1839,2409
"1332","Pelham Bay.(New York)",7,2016-01-01,"New York, NY",1836,2399
"1333","Marine Park.(New York)",0,2016-12-01,"New York, NY",2274,2392
"1334","Marine Park.(New York)",0,2016-11-01,"New York, NY",2236,2388
"1335","Marine Park.(New York)",0,2016-10-01,"New York, NY",2208,2384
"1336","Marine Park.(New York)",0,2016-09-01,"New York, NY",2183,2387
"1337","Marine Park.(New York)",0,2016-08-01,"New York, NY",2168,2396
"1338","Marine Park.(New York)",0,2016-07-01,"New York, NY",2159,2407
"1339","Marine Park.(New York)",0,2016-06-01,"New York, NY",2161,2415
"1340","Marine Park.(New York)",0,2016-05-01,"New York, NY",2154,2419
"1341","Marine Park.(New York)",0,2016-04-01,"New York, NY",2140,2421
"1342","Marine Park.(New York)",0,2016-03-01,"New York, NY",2128,2418
"1343","Marine Park.(New York)",0,2016-02-01,"New York, NY",2107,2409
"1344","Marine Park.(New York)",0,2016-01-01,"New York, NY",2106,2399
"1345","College Point.(New York)",7,2016-12-01,"New York, NY",2233,2392
"1346","College Point.(New York)",7,2016-11-01,"New York, NY",2236,2388
"1347","College Point.(New York)",4,2016-10-01,"New York, NY",2241,2384
"1348","College Point.(New York)",3,2016-09-01,"New York, NY",2256,2387
"1349","College Point.(New York)",3,2016-08-01,"New York, NY",2274,2396
"1350","College Point.(New York)",3,2016-07-01,"New York, NY",2290,2407
"1351","College Point.(New York)",3,2016-06-01,"New York, NY",2297,2415
"1352","College Point.(New York)",3,2016-05-01,"New York, NY",2297,2419
"1353","College Point.(New York)",3,2016-04-01,"New York, NY",2288,2421
"1354","College Point.(New York)",3,2016-03-01,"New York, NY",2280,2418
"1355","College Point.(New York)",3,2016-02-01,"New York, NY",2275,2409
"1356","College Point.(New York)",2,2016-01-01,"New York, NY",2282,2399
"1357","Howard Beach.(New York)",4,2016-12-01,"New York, NY",2172,2392
"1358","Howard Beach.(New York)",3,2016-11-01,"New York, NY",2164,2388
"1359","Howard Beach.(New York)",3,2016-10-01,"New York, NY",2154,2384
"1360","Howard Beach.(New York)",3,2016-09-01,"New York, NY",2156,2387
"1361","Howard Beach.(New York)",3,2016-08-01,"New York, NY",2158,2396
"1362","Howard Beach.(New York)",3,2016-07-01,"New York, NY",2161,2407
"1363","Howard Beach.(New York)",3,2016-06-01,"New York, NY",2144,2415
"1364","Howard Beach.(New York)",2,2016-05-01,"New York, NY",2140,2419
"1365","Howard Beach.(New York)",2,2016-04-01,"New York, NY",2131,2421
"1366","Howard Beach.(New York)",2,2016-03-01,"New York, NY",2134,2418
"1367","Howard Beach.(New York)",2,2016-02-01,"New York, NY",2113,2409
"1368","Howard Beach.(New York)",2,2016-01-01,"New York, NY",2089,2399
"1369","Rosedale.(New York)",0,2016-12-01,"New York, NY",2186,2392
"1370","Rosedale.(New York)",0,2016-11-01,"New York, NY",2170,2388
"1371","Rosedale.(New York)",0,2016-10-01,"New York, NY",2146,2384
"1372","Rosedale.(New York)",0,2016-09-01,"New York, NY",2135,2387
"1373","Rosedale.(New York)",0,2016-08-01,"New York, NY",2129,2396
"1374","Rosedale.(New York)",0,2016-07-01,"New York, NY",2131,2407
"1375","Rosedale.(New York)",0,2016-06-01,"New York, NY",2121,2415
"1376","Rosedale.(New York)",0,2016-05-01,"New York, NY",2119,2419
"1377","Rosedale.(New York)",0,2016-04-01,"New York, NY",2103,2421
"1378","Rosedale.(New York)",0,2016-03-01,"New York, NY",2111,2418
"1379","Rosedale.(New York)",0,2016-02-01,"New York, NY",2103,2409
"1380","Rosedale.(New York)",0,2016-01-01,"New York, NY",2104,2399
"1381","Pelham Gardens.(New York)",0,2016-12-01,"New York, NY",1762,2392
"1382","Pelham Gardens.(New York)",0,2016-11-01,"New York, NY",1782,2388
"1383","Pelham Gardens.(New York)",0,2016-10-01,"New York, NY",1790,2384
"1384","Pelham Gardens.(New York)",0,2016-09-01,"New York, NY",1799,2387
"1385","Pelham Gardens.(New York)",0,2016-08-01,"New York, NY",1813,2396
"1386","Pelham Gardens.(New York)",0,2016-07-01,"New York, NY",1829,2407
"1387","Pelham Gardens.(New York)",0,2016-06-01,"New York, NY",1827,2415
"1388","Pelham Gardens.(New York)",0,2016-05-01,"New York, NY",1827,2419
"1389","Pelham Gardens.(New York)",0,2016-04-01,"New York, NY",1823,2421
"1390","Pelham Gardens.(New York)",0,2016-03-01,"New York, NY",1827,2418
"1391","Pelham Gardens.(New York)",0,2016-02-01,"New York, NY",1825,2409
"1392","Pelham Gardens.(New York)",0,2016-01-01,"New York, NY",1827,2399
"1393","Laurelton.(New York)",0,2016-12-01,"New York, NY",2252,2392
"1394","Laurelton.(New York)",0,2016-11-01,"New York, NY",2232,2388
"1395","Laurelton.(New York)",0,2016-10-01,"New York, NY",2197,2384
"1396","Laurelton.(New York)",0,2016-09-01,"New York, NY",2179,2387
"1397","Laurelton.(New York)",0,2016-08-01,"New York, NY",2169,2396
"1398","Laurelton.(New York)",0,2016-07-01,"New York, NY",2167,2407
"1399","Laurelton.(New York)",0,2016-06-01,"New York, NY",2154,2415
"1400","Laurelton.(New York)",0,2016-05-01,"New York, NY",2149,2419
"1401","Laurelton.(New York)",0,2016-04-01,"New York, NY",2137,2421
"1402","Laurelton.(New York)",0,2016-03-01,"New York, NY",2141,2418
"1403","Laurelton.(New York)",0,2016-02-01,"New York, NY",2132,2409
"1404","Laurelton.(New York)",0,2016-01-01,"New York, NY",2122,2399
